sample-id,absolute-filepath,direction
P80,$PWD/fastq/P80_S10_L001_R1_001.fastq.gz,forward
P80,$PWD/fastq/P80_S10_L001_R2_001.fastq.gz,reverse
P81,$PWD/fastq/P81_S1_L001_R1_001.fastq.gz,forward
P81,$PWD/fastq/P81_S1_L001_R2_001.fastq.gz,reverse
P82,$PWD/fastq/P82_S89_L001_R1_001.fastq.gz,forward
P82,$PWD/fastq/P82_S89_L001_R2_001.fastq.gz,reverse
P83,$PWD/fastq/P83_S81_L001_R1_001.fastq.gz,forward
P83,$PWD/fastq/P83_S81_L001_R2_001.fastq.gz,reverse
P83x2,$PWD/fastq/P83x2_S149_L001_R1_001.fastq.gz,forward
P83x2,$PWD/fastq/P83x2_S149_L001_R2_001.fastq.gz,reverse
P84,$PWD/fastq/P84_S73_L001_R1_001.fastq.gz,forward
P84,$PWD/fastq/P84_S73_L001_R2_001.fastq.gz,reverse
P84x2,$PWD/fastq/P84x2_S150_L001_R1_001.fastq.gz,forward
P84x2,$PWD/fastq/P84x2_S150_L001_R2_001.fastq.gz,reverse
P85,$PWD/fastq/P85_S65_L001_R1_001.fastq.gz,forward
P85,$PWD/fastq/P85_S65_L001_R2_001.fastq.gz,reverse
P86,$PWD/fastq/P86_S57_L001_R1_001.fastq.gz,forward
P86,$PWD/fastq/P86_S57_L001_R2_001.fastq.gz,reverse
P87,$PWD/fastq/P87_S49_L001_R1_001.fastq.gz,forward
P87,$PWD/fastq/P87_S49_L001_R2_001.fastq.gz,reverse
P88,$PWD/fastq/P88_S41_L001_R1_001.fastq.gz,forward
P88,$PWD/fastq/P88_S41_L001_R2_001.fastq.gz,reverse
P88x2,$PWD/fastq/P88x2_S151_L001_R1_001.fastq.gz,forward
P88x2,$PWD/fastq/P88x2_S151_L001_R2_001.fastq.gz,reverse
P89,$PWD/fastq/P89_S33_L001_R1_001.fastq.gz,forward
P89,$PWD/fastq/P89_S33_L001_R2_001.fastq.gz,reverse
P8,$PWD/fastq/P8_S40_L001_R1_001.fastq.gz,forward
P8,$PWD/fastq/P8_S40_L001_R2_001.fastq.gz,reverse
P90,$PWD/fastq/P90_S25_L001_R1_001.fastq.gz,forward
P90,$PWD/fastq/P90_S25_L001_R2_001.fastq.gz,reverse
P91,$PWD/fastq/P91_S17_L001_R1_001.fastq.gz,forward
P91,$PWD/fastq/P91_S17_L001_R2_001.fastq.gz,reverse
P92,$PWD/fastq/P92_S2_L001_R1_001.fastq.gz,forward
P92,$PWD/fastq/P92_S2_L001_R2_001.fastq.gz,reverse
P93,$PWD/fastq/P93_S3_L001_R1_001.fastq.gz,forward
P93,$PWD/fastq/P93_S3_L001_R2_001.fastq.gz,reverse
P94,$PWD/fastq/P94_S100_L001_R1_001.fastq.gz,forward
P94,$PWD/fastq/P94_S100_L001_R2_001.fastq.gz,reverse
P95,$PWD/fastq/P95_S101_L001_R1_001.fastq.gz,forward
P95,$PWD/fastq/P95_S101_L001_R2_001.fastq.gz,reverse
P96,$PWD/fastq/P96_S102_L001_R1_001.fastq.gz,forward
P96,$PWD/fastq/P96_S102_L001_R2_001.fastq.gz,reverse
P97,$PWD/fastq/P97_S103_L001_R1_001.fastq.gz,forward
P97,$PWD/fastq/P97_S103_L001_R2_001.fastq.gz,reverse
P98,$PWD/fastq/P98_S104_L001_R1_001.fastq.gz,forward
P98,$PWD/fastq/P98_S104_L001_R2_001.fastq.gz,reverse
P99,$PWD/fastq/P99_S105_L001_R1_001.fastq.gz,forward
P99,$PWD/fastq/P99_S105_L001_R2_001.fastq.gz,reverse
P9,$PWD/fastq/P9_S32_L001_R1_001.fastq.gz,forward
P9,$PWD/fastq/P9_S32_L001_R2_001.fastq.gz,reverse
PcrcontrolPCR1,$PWD/fastq/PcrcontrolPCR1_S137_L001_R1_001.fastq.gz,forward
PcrcontrolPCR1,$PWD/fastq/PcrcontrolPCR1_S137_L001_R2_001.fastq.gz,reverse
PcrcontrolPCR2,$PWD/fastq/PcrcontrolPCR2_S138_L001_R1_001.fastq.gz,forward
PcrcontrolPCR2,$PWD/fastq/PcrcontrolPCR2_S138_L001_R2_001.fastq.gz,reverse
PcrcontrolPCR3,$PWD/fastq/PcrcontrolPCR3_S139_L001_R1_001.fastq.gz,forward
PcrcontrolPCR3,$PWD/fastq/PcrcontrolPCR3_S139_L001_R2_001.fastq.gz,reverse
pcrcontrolPCR4,$PWD/fastq/pcrcontrolPCR4_S140_L001_R1_001.fastq.gz,forward
pcrcontrolPCR4,$PWD/fastq/pcrcontrolPCR4_S140_L001_R2_001.fastq.gz,reverse
PlateControlPC1,$PWD/fastq/PlateControlPC1_S136_L001_R1_001.fastq.gz,forward
PlateControlPC1,$PWD/fastq/PlateControlPC1_S136_L001_R2_001.fastq.gz,reverse
T10,$PWD/fastq/T10_S128_L001_R1_001.fastq.gz,forward
T10,$PWD/fastq/T10_S128_L001_R2_001.fastq.gz,reverse
T11,$PWD/fastq/T11_S129_L001_R1_001.fastq.gz,forward
T11,$PWD/fastq/T11_S129_L001_R2_001.fastq.gz,reverse
T12,$PWD/fastq/T12_S130_L001_R1_001.fastq.gz,forward
T12,$PWD/fastq/T12_S130_L001_R2_001.fastq.gz,reverse
T13,$PWD/fastq/T13_S131_L001_R1_001.fastq.gz,forward
T13,$PWD/fastq/T13_S131_L001_R2_001.fastq.gz,reverse
T14,$PWD/fastq/T14_S132_L001_R1_001.fastq.gz,forward
T14,$PWD/fastq/T14_S132_L001_R2_001.fastq.gz,reverse
T15,$PWD/fastq/T15_S133_L001_R1_001.fastq.gz,forward
T15,$PWD/fastq/T15_S133_L001_R2_001.fastq.gz,reverse
T16,$PWD/fastq/T16_S134_L001_R1_001.fastq.gz,forward
T16,$PWD/fastq/T16_S134_L001_R2_001.fastq.gz,reverse
T17,$PWD/fastq/T17_S125_L001_R1_001.fastq.gz,forward
T17,$PWD/fastq/T17_S125_L001_R2_001.fastq.gz,reverse
T18,$PWD/fastq/T18_S124_L001_R1_001.fastq.gz,forward
T18,$PWD/fastq/T18_S124_L001_R2_001.fastq.gz,reverse
T19,$PWD/fastq/T19_S123_L001_R1_001.fastq.gz,forward
T19,$PWD/fastq/T19_S123_L001_R2_001.fastq.gz,reverse
T1,$PWD/fastq/T1_S20_L001_R1_001.fastq.gz,forward
T1,$PWD/fastq/T1_S20_L001_R2_001.fastq.gz,reverse
T20,$PWD/fastq/T20_S122_L001_R1_001.fastq.gz,forward
T20,$PWD/fastq/T20_S122_L001_R2_001.fastq.gz,reverse
T21,$PWD/fastq/T21_S121_L001_R1_001.fastq.gz,forward
T21,$PWD/fastq/T21_S121_L001_R2_001.fastq.gz,reverse
T22,$PWD/fastq/T22_S120_L001_R1_001.fastq.gz,forward
T22,$PWD/fastq/T22_S120_L001_R2_001.fastq.gz,reverse
T23,$PWD/fastq/T23_S119_L001_R1_001.fastq.gz,forward
T23,$PWD/fastq/T23_S119_L001_R2_001.fastq.gz,reverse
T24,$PWD/fastq/T24_S116_L001_R1_001.fastq.gz,forward
T24,$PWD/fastq/T24_S116_L001_R2_001.fastq.gz,reverse
T25,$PWD/fastq/T25_S96_L001_R1_001.fastq.gz,forward
T25,$PWD/fastq/T25_S96_L001_R2_001.fastq.gz,reverse
T2,$PWD/fastq/T2_S12_L001_R1_001.fastq.gz,forward
T2,$PWD/fastq/T2_S12_L001_R2_001.fastq.gz,reverse
T3,$PWD/fastq/T3_S28_L001_R1_001.fastq.gz,forward
T3,$PWD/fastq/T3_S28_L001_R2_001.fastq.gz,reverse
T4,$PWD/fastq/T4_S117_L001_R1_001.fastq.gz,forward
T4,$PWD/fastq/T4_S117_L001_R2_001.fastq.gz,reverse
T5,$PWD/fastq/T5_S135_L001_R1_001.fastq.gz,forward
T5,$PWD/fastq/T5_S135_L001_R2_001.fastq.gz,reverse
T6,$PWD/fastq/T6_S118_L001_R1_001.fastq.gz,forward
T6,$PWD/fastq/T6_S118_L001_R2_001.fastq.gz,reverse
T8,$PWD/fastq/T8_S126_L001_R1_001.fastq.gz,forward
T8,$PWD/fastq/T8_S126_L001_R2_001.fastq.gz,reverse
T9,$PWD/fastq/T9_S127_L001_R1_001.fastq.gz,forward
T9,$PWD/fastq/T9_S127_L001_R2_001.fastq.gz,reverse
##
## Jason and Jefrin's hybrid zone project 
JK-02,$PWD/fastq/JK-02_S23_L001_R1_001.fastq.gz,forward
JK-02,$PWD/fastq/JK-02_S23_L001_R2_001.fastq.gz,reverse
JK-08,$PWD/fastq/JK-08_S1_L001_R1_001.fastq.gz,forward
JK-08,$PWD/fastq/JK-08_S1_L001_R2_001.fastq.gz,reverse
JK-100,$PWD/fastq/JK-100_S7_L001_R1_001.fastq.gz,forward
JK-100,$PWD/fastq/JK-100_S7_L001_R2_001.fastq.gz,reverse
JK-103,$PWD/fastq/JK-103_S25_L001_R1_001.fastq.gz,forward
JK-103,$PWD/fastq/JK-103_S25_L001_R2_001.fastq.gz,reverse
JK-109,$PWD/fastq/JK-109_S12_L001_R1_001.fastq.gz,forward
JK-109,$PWD/fastq/JK-109_S12_L001_R2_001.fastq.gz,reverse
JK-112,$PWD/fastq/JK-112_S9_L001_R1_001.fastq.gz,forward
JK-112,$PWD/fastq/JK-112_S9_L001_R2_001.fastq.gz,reverse
JK-115,$PWD/fastq/JK-115_S14_L001_R1_001.fastq.gz,forward
JK-115,$PWD/fastq/JK-115_S14_L001_R2_001.fastq.gz,reverse
JK-118,$PWD/fastq/JK-118_S17_L001_R1_001.fastq.gz,forward
JK-118,$PWD/fastq/JK-118_S17_L001_R2_001.fastq.gz,reverse
JK-11,$PWD/fastq/JK-11_S30_L001_R1_001.fastq.gz,forward
JK-11,$PWD/fastq/JK-11_S30_L001_R2_001.fastq.gz,reverse
JK-121,$PWD/fastq/JK-121_S22_L001_R1_001.fastq.gz,forward
JK-121,$PWD/fastq/JK-121_S22_L001_R2_001.fastq.gz,reverse
JK-124,$PWD/fastq/JK-124_S27_L001_R1_001.fastq.gz,forward
JK-124,$PWD/fastq/JK-124_S27_L001_R2_001.fastq.gz,reverse
JK-127,$PWD/fastq/JK-127_S32_L001_R1_001.fastq.gz,forward
JK-127,$PWD/fastq/JK-127_S32_L001_R2_001.fastq.gz,reverse
JK128,$PWD/fastq/JK128_S49_L001_R1_001.fastq.gz,forward
JK128,$PWD/fastq/JK128_S49_L001_R2_001.fastq.gz,reverse
JK-133,$PWD/fastq/JK-133_S37_L001_R1_001.fastq.gz,forward
JK-133,$PWD/fastq/JK-133_S37_L001_R2_001.fastq.gz,reverse
JK-136,$PWD/fastq/JK-136_S3_L001_R1_001.fastq.gz,forward
JK-136,$PWD/fastq/JK-136_S3_L001_R2_001.fastq.gz,reverse
JK-139,$PWD/fastq/JK-139_S8_L001_R1_001.fastq.gz,forward
JK-139,$PWD/fastq/JK-139_S8_L001_R2_001.fastq.gz,reverse
JK-142,$PWD/fastq/JK-142_S13_L001_R1_001.fastq.gz,forward
JK-142,$PWD/fastq/JK-142_S13_L001_R2_001.fastq.gz,reverse
JK-145,$PWD/fastq/JK-145_S18_L001_R1_001.fastq.gz,forward
JK-145,$PWD/fastq/JK-145_S18_L001_R2_001.fastq.gz,reverse
JK-14,$PWD/fastq/JK-14_S35_L001_R1_001.fastq.gz,forward
JK-14,$PWD/fastq/JK-14_S35_L001_R2_001.fastq.gz,reverse
JK-151,$PWD/fastq/JK-151_S29_L001_R1_001.fastq.gz,forward
JK-151,$PWD/fastq/JK-151_S29_L001_R2_001.fastq.gz,reverse
JK-17,$PWD/fastq/JK-17_S40_L001_R1_001.fastq.gz,forward
JK-17,$PWD/fastq/JK-17_S40_L001_R2_001.fastq.gz,reverse
JK-20,$PWD/fastq/JK-20_S34_L001_R1_001.fastq.gz,forward
JK-20,$PWD/fastq/JK-20_S34_L001_R2_001.fastq.gz,reverse
JK-23,$PWD/fastq/JK-23_S39_L001_R1_001.fastq.gz,forward
JK-23,$PWD/fastq/JK-23_S39_L001_R2_001.fastq.gz,reverse
JK-26,$PWD/fastq/JK-26_S28_L001_R1_001.fastq.gz,forward
JK-26,$PWD/fastq/JK-26_S28_L001_R2_001.fastq.gz,reverse
JK-29,$PWD/fastq/JK-29_S33_L001_R1_001.fastq.gz,forward
JK-29,$PWD/fastq/JK-29_S33_L001_R2_001.fastq.gz,reverse
JK-32,$PWD/fastq/JK-32_S5_L001_R1_001.fastq.gz,forward
JK-32,$PWD/fastq/JK-32_S5_L001_R2_001.fastq.gz,reverse
JK-41,$PWD/fastq/JK-41_S10_L001_R1_001.fastq.gz,forward
JK-41,$PWD/fastq/JK-41_S10_L001_R2_001.fastq.gz,reverse
JK-43,$PWD/fastq/JK-43_S15_L001_R1_001.fastq.gz,forward
JK-43,$PWD/fastq/JK-43_S15_L001_R2_001.fastq.gz,reverse
JK-44,$PWD/fastq/JK-44_S6_L001_R1_001.fastq.gz,forward
JK-44,$PWD/fastq/JK-44_S6_L001_R2_001.fastq.gz,reverse
JK-46,$PWD/fastq/JK-46_S19_L001_R1_001.fastq.gz,forward
JK-46,$PWD/fastq/JK-46_S19_L001_R2_001.fastq.gz,reverse
JK49,$PWD/fastq/JK49_S79_L001_R1_001.fastq.gz,forward
JK49,$PWD/fastq/JK49_S79_L001_R2_001.fastq.gz,reverse
JK-52,$PWD/fastq/JK-52_S24_L001_R1_001.fastq.gz,forward
JK-52,$PWD/fastq/JK-52_S24_L001_R2_001.fastq.gz,reverse
JK-58,$PWD/fastq/JK-58_S11_L001_R1_001.fastq.gz,forward
JK-58,$PWD/fastq/JK-58_S11_L001_R2_001.fastq.gz,reverse
JK-61,$PWD/fastq/JK-61_S16_L001_R1_001.fastq.gz,forward
JK-61,$PWD/fastq/JK-61_S16_L001_R2_001.fastq.gz,reverse
JK-67,$PWD/fastq/JK-67_S21_L001_R1_001.fastq.gz,forward
JK-67,$PWD/fastq/JK-67_S21_L001_R2_001.fastq.gz,reverse
JK-70,$PWD/fastq/JK-70_S26_L001_R1_001.fastq.gz,forward
JK-70,$PWD/fastq/JK-70_S26_L001_R2_001.fastq.gz,reverse
JK-73,$PWD/fastq/JK-73_S31_L001_R1_001.fastq.gz,forward
JK-73,$PWD/fastq/JK-73_S31_L001_R2_001.fastq.gz,reverse
JK-76,$PWD/fastq/JK-76_S36_L001_R1_001.fastq.gz,forward
JK-76,$PWD/fastq/JK-76_S36_L001_R2_001.fastq.gz,reverse
JK-85,$PWD/fastq/JK-85_S20_L001_R1_001.fastq.gz,forward
JK-85,$PWD/fastq/JK-85_S20_L001_R2_001.fastq.gz,reverse
JK-88,$PWD/fastq/JK-88_S38_L001_R1_001.fastq.gz,forward
JK-88,$PWD/fastq/JK-88_S38_L001_R2_001.fastq.gz,reverse
JK-91,$PWD/fastq/JK-91_S4_L001_R1_001.fastq.gz,forward
JK-91,$PWD/fastq/JK-91_S4_L001_R2_001.fastq.gz,reverse
JK-94,$PWD/fastq/JK-94_S2_L001_R1_001.fastq.gz,forward
JK-94,$PWD/fastq/JK-94_S2_L001_R2_001.fastq.gz,reverse
JT11,$PWD/fastq/JT11_S54_L001_R1_001.fastq.gz,forward
JT11,$PWD/fastq/JT11_S54_L001_R2_001.fastq.gz,reverse
JT12,$PWD/fastq/JT12_S55_L001_R1_001.fastq.gz,forward
JT12,$PWD/fastq/JT12_S55_L001_R2_001.fastq.gz,reverse
JT13,$PWD/fastq/JT13_S80_L001_R1_001.fastq.gz,forward
JT13,$PWD/fastq/JT13_S80_L001_R2_001.fastq.gz,reverse
JT14,$PWD/fastq/JT14_S56_L001_R1_001.fastq.gz,forward
JT14,$PWD/fastq/JT14_S56_L001_R2_001.fastq.gz,reverse
JT17,$PWD/fastq/JT17_S41_L001_R1_001.fastq.gz,forward
JT17,$PWD/fastq/JT17_S41_L001_R2_001.fastq.gz,reverse
JT18,$PWD/fastq/JT18_S75_L001_R1_001.fastq.gz,forward
JT18,$PWD/fastq/JT18_S75_L001_R2_001.fastq.gz,reverse
JT21,$PWD/fastq/JT21_S62_L001_R1_001.fastq.gz,forward
JT21,$PWD/fastq/JT21_S62_L001_R2_001.fastq.gz,reverse
JT25,$PWD/fastq/JT25_S43_L001_R1_001.fastq.gz,forward
JT25,$PWD/fastq/JT25_S43_L001_R2_001.fastq.gz,reverse
JT26,$PWD/fastq/JT26_S44_L001_R1_001.fastq.gz,forward
JT26,$PWD/fastq/JT26_S44_L001_R2_001.fastq.gz,reverse
JT29,$PWD/fastq/JT29_S50_L001_R1_001.fastq.gz,forward
JT29,$PWD/fastq/JT29_S50_L001_R2_001.fastq.gz,reverse
JT30,$PWD/fastq/JT30_S51_L001_R1_001.fastq.gz,forward
JT30,$PWD/fastq/JT30_S51_L001_R2_001.fastq.gz,reverse
JT33,$PWD/fastq/JT33_S52_L001_R1_001.fastq.gz,forward
JT33,$PWD/fastq/JT33_S52_L001_R2_001.fastq.gz,reverse
JT35,$PWD/fastq/JT35_S57_L001_R1_001.fastq.gz,forward
JT35,$PWD/fastq/JT35_S57_L001_R2_001.fastq.gz,reverse
JT37,$PWD/fastq/JT37_S58_L001_R1_001.fastq.gz,forward
JT37,$PWD/fastq/JT37_S58_L001_R2_001.fastq.gz,reverse
JT39,$PWD/fastq/JT39_S70_L001_R1_001.fastq.gz,forward
JT39,$PWD/fastq/JT39_S70_L001_R2_001.fastq.gz,reverse
JT40,$PWD/fastq/JT40_S59_L001_R1_001.fastq.gz,forward
JT40,$PWD/fastq/JT40_S59_L001_R2_001.fastq.gz,reverse
JT43,$PWD/fastq/JT43_S60_L001_R1_001.fastq.gz,forward
JT43,$PWD/fastq/JT43_S60_L001_R2_001.fastq.gz,reverse
JT44,$PWD/fastq/JT44_S73_L001_R1_001.fastq.gz,forward
JT44,$PWD/fastq/JT44_S73_L001_R2_001.fastq.gz,reverse
JT45,$PWD/fastq/JT45_S74_L001_R1_001.fastq.gz,forward
JT45,$PWD/fastq/JT45_S74_L001_R2_001.fastq.gz,reverse
JT46,$PWD/fastq/JT46_S61_L001_R1_001.fastq.gz,forward
JT46,$PWD/fastq/JT46_S61_L001_R2_001.fastq.gz,reverse
JT51,$PWD/fastq/JT51_S45_L001_R1_001.fastq.gz,forward
JT51,$PWD/fastq/JT51_S45_L001_R2_001.fastq.gz,reverse
JT53,$PWD/fastq/JT53_S46_L001_R1_001.fastq.gz,forward
JT53,$PWD/fastq/JT53_S46_L001_R2_001.fastq.gz,reverse
JT55,$PWD/fastq/JT55_S47_L001_R1_001.fastq.gz,forward
JT55,$PWD/fastq/JT55_S47_L001_R2_001.fastq.gz,reverse
JT58,$PWD/fastq/JT58_S71_L001_R1_001.fastq.gz,forward
JT58,$PWD/fastq/JT58_S71_L001_R2_001.fastq.gz,reverse
JT60,$PWD/fastq/JT60_S48_L001_R1_001.fastq.gz,forward
JT60,$PWD/fastq/JT60_S48_L001_R2_001.fastq.gz,reverse
JT61,$PWD/fastq/JT61_S72_L001_R1_001.fastq.gz,forward
JT61,$PWD/fastq/JT61_S72_L001_R2_001.fastq.gz,reverse
JT67,$PWD/fastq/JT67_S66_L001_R1_001.fastq.gz,forward
JT67,$PWD/fastq/JT67_S66_L001_R2_001.fastq.gz,reverse
JT69,$PWD/fastq/JT69_S67_L001_R1_001.fastq.gz,forward
JT69,$PWD/fastq/JT69_S67_L001_R2_001.fastq.gz,reverse
JT72,$PWD/fastq/JT72_S68_L001_R1_001.fastq.gz,forward
JT72,$PWD/fastq/JT72_S68_L001_R2_001.fastq.gz,reverse
JT80,$PWD/fastq/JT80_S81_L001_R1_001.fastq.gz,forward
JT80,$PWD/fastq/JT80_S81_L001_R2_001.fastq.gz,reverse
JT84,$PWD/fastq/JT84_S76_L001_R1_001.fastq.gz,forward
JT84,$PWD/fastq/JT84_S76_L001_R2_001.fastq.gz,reverse
JT85,$PWD/fastq/JT85_S77_L001_R1_001.fastq.gz,forward
JT85,$PWD/fastq/JT85_S77_L001_R2_001.fastq.gz,reverse
JT86,$PWD/fastq/JT86_S78_L001_R1_001.fastq.gz,forward
JT86,$PWD/fastq/JT86_S78_L001_R2_001.fastq.gz,reverse
JT87,$PWD/fastq/JT87_S69_L001_R1_001.fastq.gz,forward
JT87,$PWD/fastq/JT87_S69_L001_R2_001.fastq.gz,reverse
JT89,$PWD/fastq/JT89_S42_L001_R1_001.fastq.gz,forward
JT89,$PWD/fastq/JT89_S42_L001_R2_001.fastq.gz,reverse
JT9,$PWD/fastq/JT9_S53_L001_R1_001.fastq.gz,forward
JT9,$PWD/fastq/JT9_S53_L001_R2_001.fastq.gz,reverse
